--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build 16fdfbc · 2026-08-07 21:47:55 UTC
  ~ auto-generated — do not edit
]]


﻿Tokens,Schinese,English,Russian,
DOTA_Tooltip_sl_modifier_bless_10147_Description,总攻击力+%fMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%%移动速度+%fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%,+%fMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%% Total Damage+%fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% Movement Speed,+%fMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%% к общему урону+%fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% к скорости передвижения,
DOTA_Tooltip_sl_modifier_bless_10147_debuff_immune,铁头娃 - 减益免疫,Iron Head - Debuff Immunity,Железная голова: невосприимчивость к эффектам,
DOTA_Tooltip_sl_modifier_bless_10147_cd,铁头娃 - 冷却中,Iron Head - On Cooldown,Железная голова: перезарядка,
DOTA_Tooltip_sl_modifier_bless_10154,龙胆,Adaptive Immunity,ЖАдаптивный иммунитет,铁头娃2号
DOTA_Tooltip_sl_modifier_bless_10154_Description,状态抗性+%fMODIFIER_PROPERTY_STATUS_RESISTANCE_STACKING%%%,+%fMODIFIER_PROPERTY_STATUS_RESISTANCE_STACKING%%% Status Resistance,+%fMODIFIER_PROPERTY_STATUS_RESISTANCE_STACKING%%% к сопротивлению эффектам,
DOTA_Tooltip_sl_modifier_bless_10155_cd,超级敏感 - 冷却中,Stress Response - On Cooldown,Стресс-реакция: перезарядка,铁头娃3号
DOTA_Tooltip_sl_modifier_bless_10160_debuff,腐蚀,Corrosive Attack,Коррозионная атака,福佑-10160
DOTA_Tooltip_sl_modifier_bless_10160_debuff_Description,护甲-%fMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%,-%fMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% Armor,-%fMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% к броне,福佑-10160
DOTA_Tooltip_sl_modifier_bless_10161,炼化,Corrosive Mist,Разъедающий туман,福佑-10161
DOTA_Tooltip_sl_modifier_bless_10161_Description,护甲-%fMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%<br>魔法抗性-%fMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%,,,福佑-10161
DOTA_Tooltip_sl_modifier_bless_10162,放血,Bleed,Кровотечение,福佑-10162
DOTA_Tooltip_sl_modifier_bless_10163,银影弩箭,Dread Retribution,Страшное возмездие,福佑-10163
DOTA_Tooltip_sl_modifier_bless_10164,替身攻击,Stand Attack,Атака стенда,福佑-10164
DOTA_Tooltip_sl_modifier_bless_10164_Description,当前溢出攻速：%dMODIFIER_PROPERTY_TOOLTIP%<br>下次追加攻击所需攻速：%dMODIFIER_PROPERTY_TOOLTIP2%,Current Overflow Attack Speed: %dMODIFIER_PROPERTY_TOOLTIP%<br>Next Attack Speed Needed: %dMODIFIER_PROPERTY_TOOLTIP2%,Текущая избыточная скорость атаки: %dMODIFIER_PROPERTY_TOOLTIP%<br>Следующая скорость атаки необходима: %dMODIFIER_PROPERTY_TOOLTIP2%,福佑-10164
DOTA_Tooltip_sl_modifier_bless_10165,背带裤,Dungarees,Комбинезон,福佑-10165
DOTA_Tooltip_sl_modifier_bless_10165_Description,攻击速度+%fMODIFIER_PROPERTY_ATTACKSPEED_PERCENTAGE%%%<br>移动速度+%fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%,+%fMODIFIER_PROPERTY_ATTACKSPEED_PERCENTAGE%%% Attack Speed<br>+%fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% Movement Speed,+%fMODIFIER_PROPERTY_ATTACKSPEED_PERCENTAGE%%% к скорости атаки<br>+%fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% к скорости передвижения,福佑-10165
DOTA_Tooltip_sl_modifier_bless_10166,杀人剑,Slayer Sword,Меч убийцы,福佑-10166
DOTA_Tooltip_sl_modifier_bless_10166_Description,基础攻击力+%fMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%,+%fMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%% Base Attack Damage,+%fMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%% к базовому урону,福佑-10166
DOTA_Tooltip_sl_modifier_bless_10167,杀人甲,Slayer Armor,Доспех убийцы,福佑-10167
DOTA_Tooltip_sl_modifier_bless_10167_Description,生命值+%fMODIFIER_PROPERTY_EXTRA_HEALTH_PERCENTAGE%%%,+%fMODIFIER_PROPERTY_EXTRA_HEALTH_PERCENTAGE%%% Health,+%fMODIFIER_PROPERTY_EXTRA_HEALTH_PERCENTAGE%%% к здоровью,福佑-10167
DOTA_Tooltip_sl_modifier_bless_10169_cat_ability_1,撤退！,Back!,Отступать!,
DOTA_Tooltip_sl_modifier_bless_10169_cat_ability_2,被集火了！,Focused Fire!,Под огнём!,
DOTA_Tooltip_sl_modifier_bless_10173,OK,OK,OK,福佑-10173
DOTA_Tooltip_sl_modifier_bless_10173_Description,来自队友的认可<br>总攻击力+%fMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%%,Recognition from teammates<br>+%fMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%% Total Damage,Признание от союзников<br>+%fMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%% к общему урону,福佑-10173
DOTA_Tooltip_sl_modifier_bless_10173_ally,认可,Recognition,Признание,福佑-10173
DOTA_Tooltip_sl_modifier_bless_10173_ally_Description,把责任交给队友<br>伤害输出-%fMODIFIER_PROPERTY_TOTALDAMAGEOUTGOING_PERCENTAGE%%%,Pass the responsibility to teammates<br>Damage Output -%fMODIFIER_PROPERTY_TOTALDAMAGEOUTGOING_PERCENTAGE%%%,Передай ответственность союзникам<br>Исходящий урон -%fMODIFIER_PROPERTY_TOTALDAMAGEOUTGOING_PERCENTAGE%%%,福佑-10173
DOTA_Tooltip_sl_modifier_bless_10175_atk,双修 - 物,Hybrid Build - Physical,Гибрид (физ/маг) - Физическое,福佑-10175
DOTA_Tooltip_sl_modifier_bless_10175_atk_Description,基础攻击力+%fMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%,+%fMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%% Base Attack Damage,+%fMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%% к базовому урону,福佑-10175
DOTA_Tooltip_sl_modifier_bless_10175_amp_show,双修 - 法,Hybrid Build - Magical,Гибрид (физ/маг) - Магическое,福佑-10175
DOTA_Tooltip_sl_modifier_bless_10175_amp_show_Description,技能增强+%fMODIFIER_PROPERTY_TOOLTIP%%%,+%fMODIFIER_PROPERTY_TOOLTIP%%% Spell Amplification,+%fMODIFIER_PROPERTY_TOOLTIP%%% к усилению заклинаний,福佑-10175
DOTA_Tooltip_sl_modifier_bless_10177,复活,Reincarnation,Возрождение,福佑-10177
DOTA_Tooltip_sl_modifier_bless_10177_cd,复活吧我的爱人 - 冷却中,"Arise, my friend! - Cooldown","Воскресни, мой друг! — перезарядка",福佑-10177
DOTA_Tooltip_sl_modifier_bless_10179,石佛,Stone Buddha,Каменный Будда,
DOTA_Tooltip_sl_modifier_bless_10180,背带裤,Move & Heal,Восстановление в движении,
DOTA_Tooltip_sl_modifier_bless_10181,不会以为是我杀的吧,Hunting Time,Время охоты,福佑-10181
DOTA_Tooltip_sl_modifier_bless_10181_invis,不会以为是我杀的吧,Hunting Time,Время охоты,福佑-10181
DOTA_Tooltip_sl_modifier_bless_10182,乾坤一掷?,Ultimate Gamble,Бросок Неба и Земли,福佑-10182
DOTA_Tooltip_sl_modifier_bless_10185,来财 - 冷却中,Economy - Cooldown,Экономика — перезарядка,福佑-10185
DOTA_Tooltip_sl_modifier_bless_10178_cd,半包烟 - 冷却中,Half a pack of cigarettes - Cooldown,Полпачки сигарет — перезарядка,福佑-10178
DOTA_Tooltip_sl_modifier_bless_10178a_cd,半包烟（SP：选中） - 冷却中,Half a pack of cigarettes (SP: Selected) - Cooldown,Полпачки сигарет (SP: Выбрано) — перезарядка,福佑-10178
DOTA_Tooltip_sl_modifier_bless_10178_smoke_debuff,视野受阻,Blindness,Ослепление,福佑-10178
DOTA_Tooltip_sl_modifier_bless_10178a_smoke_buff,烟中恶鬼,Smoke Fiend,Демон дыма,福佑-10178a
DOTA_Tooltip_sl_modifier_bless_100375a,神圣之怒,Divine Wrath,Священный гнев,福佑-100385层数
DOTA_Tooltip_sl_modifier_bless_100375a_Description,技能增强：%fMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%,Spell Amplification: %fMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%,Усиление заклинаний: %fMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%,福佑-100375a层数
DOTA_Tooltip_sl_modifier_bless_100388,贪狼,Devouring Wolf,Пожирающий волк,福佑-100388
DOTA_Tooltip_sl_modifier_bless_100388_Description,永久获得小狼属性：<br>攻击力：+%dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%<br>生命值：+%dMODIFIER_PROPERTY_HEALTH_BONUS%,Permanent Wolf Stats:<br>Attack: +%dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%<br>Health: +%dMODIFIER_PROPERTY_HEALTH_BONUS%,Постоянные характеристики волка:<br>Атака: +%dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%<br>Здоровье: +%dMODIFIER_PROPERTY_HEALTH_BONUS%,福佑-100388
DOTA_Tooltip_sl_modifier_bless_100051,无理,Irrational,Незаконное,福佑-100051
DOTA_Tooltip_sl_modifier_bless_100051_Description,锁闭、破坏、缴械、沉默,"Mute, Passives Disabled, Disarm, Silence","Безмолвие, Отключение пассивных способностей, Разоружение, Беззвучие",福佑-100051
DOTA_Tooltip_sl_modifier_bless_100204,虚空沉默,Void Silence,Безмолвие пустоты,福佑-100204
DOTA_Tooltip_sl_modifier_bless_100204_Description,沉默,Silenced,Безмолвие,福佑-100204
DOTA_Tooltip_sl_modifier_bless_100273a,伐木工,Lumberjack,Лесоруб,福佑-100273a
DOTA_Tooltip_sl_modifier_bless_100273a_Description,已累计获得：<br>%dMODIFIER_PROPERTY_TOOLTIP% 金币<br>%dMODIFIER_PROPERTY_HEALTH_BONUS% 生命值<br>%fMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%% 技能增强,Total gold earned:<br> %dMODIFIER_PROPERTY_TOOLTIP%<br>Health: %dMODIFIER_PROPERTY_HEALTH_BONUS%<br>Spell Amplification: %dMODIFIER_PROPERTY_SPELL_AMPLIFICATION_BONUS%,Всего получено: <br>%dMODIFIER_PROPERTY_TOOLTIP% монет<br>%dMODIFIER_PROPERTY_HEALTH_BONUS% здоровья<br>%fMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%% усиления умений,福佑-100273a
DOTA_Tooltip_sl_modifier_bless_10192,I人,Introvert (mbti),Интроверт (mbti),福佑-10192
DOTA_Tooltip_sl_modifier_bless_10192_Description,伤害输出+%fMODIFIER_PROPERTY_TOTALDAMAGEOUTGOING_PERCENTAGE%%%，状态抗性+%fMODIFIER_PROPERTY_STATUS_RESISTANCE_STACKING%%%,"Outgoing Damage +%fMODIFIER_PROPERTY_TOTALDAMAGEOUTGOING_PERCENTAGE%%%, Status Resistance +%fMODIFIER_PROPERTY_STATUS_RESISTANCE_STACKING%%%","Урон +%fMODIFIER_PROPERTY_TOTALDAMAGEOUTGOING_PERCENTAGE%%%, сопротивление эффектам +%fMODIFIER_PROPERTY_STATUS_RESISTANCE_STACKING%%%",福佑-10192
DOTA_Tooltip_sl_modifier_bless_10201,装唐,Playing Dumb,Притворство слабым,福佑-10201
DOTA_Tooltip_sl_modifier_bless_10201_amp,阴他一手,Surprise 'Em,Застать врасплох,福佑-10201
DOTA_Tooltip_sl_modifier_bless_10201_amp_Description,技能增强+%fMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%,Spell Amp +%fMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%,Урон заклинаний +%fMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%,福佑-10201
DOTA_Tooltip_sl_modifier_bless_10204_cd,流离 - 冷却中,Redirect - Cooldown,Перенаправление — перезарядка,福佑-10204
DOTA_Tooltip_sl_modifier_bless_10212_mark,不屈,Unyielding,Непреклонность,福佑-10212
DOTA_Tooltip_sl_modifier_bless_10212_mark_Description,不屈数字：【%dMODIFIER_PROPERTY_TOOLTIP%】,Unyielding Number: 【%dMODIFIER_PROPERTY_TOOLTIP%】,Номер Непреклонности: 【%dMODIFIER_PROPERTY_TOOLTIP%】,福佑-10212
DOTA_Tooltip_sl_modifier_bless_10214_break,破军,Devastate,Опустошение,福佑-10214
DOTA_Tooltip_sl_modifier_bless_10214_break_Description,被动技能被禁用。,Passive abilities disabled.,Пассивные способности отключены.,福佑-10214
DOTA_Tooltip_sl_modifier_bless_21001,灵魂痛击,Soul Strike,Soul Strike,福佑-21001
DOTA_Tooltip_sl_modifier_bless_21001_Description,下次普攻额外造成%dMODIFIER_PROPERTY_TOOLTIP%点物理伤害,Your next attack deals %dMODIFIER_PROPERTY_TOOLTIP% bonus physical damage,Следующая атака нанесёт %dMODIFIER_PROPERTY_TOOLTIP% доп. физического урона,福佑-21001
DOTA_Tooltip_sl_modifier_bless_21002_ready,闪钢斩 - 准备就绪,Flash of Steel - Ready,Flash of Steel — готова,福佑-21002
DOTA_Tooltip_sl_modifier_bless_21002_cd,闪钢斩 - 冷却中,Flash of Steel - On Cooldown,Flash of Steel — перезарядка,福佑-21002
DOTA_Tooltip_sl_modifier_bless_21002_buff,旋风烈斩,Whirlwind Slash,Вихревой удар,福佑-21002
DOTA_Tooltip_sl_modifier_bless_21003_ready,狂热左轮 - 准备就绪,Zealot Revolver - Ready,Zealot Revolver — готова,福佑-21003
DOTA_Tooltip_sl_modifier_bless_21003_cd,狂热左轮 - 冷却中,Zealot Revolver - On Cooldown,Zealot Revolver — перезарядка,福佑-21003
DOTA_Tooltip_sl_modifier_bless_21006,动力小子,Octane,Октейн,福佑-21006
DOTA_Tooltip_sl_modifier_bless_21006_Description,移动速度+%fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%,Move Speed +%fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%,Скорость передвижения +%fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%,福佑-21006
DOTA_Tooltip_sl_modifier_bless_21004,瑶瑶公主,Heart Possession,Heart Possession,福佑-21004
DOTA_Tooltip_sl_modifier_bless_21004_cd,瑶瑶公主 - 冷却中,Heart Possession - On Cooldown,Heart Possession — перезарядка,福佑-21004
DOTA_Tooltip_sl_modifier_bless_10196_belly,肚皮,Belly,Живот,福佑-10196
DOTA_Tooltip_sl_modifier_bless_10196_belly_Description,累计移动：%dMODIFIER_PROPERTY_TOOLTIP% / %dMODIFIER_PROPERTY_TOOLTIP2%<br>承受伤害-%fMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%<br>移动速度-%fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%,Total Distance Moved: %dMODIFIER_PROPERTY_TOOLTIP% / %dMODIFIER_PROPERTY_TOOLTIP2%<br>Incoming Damage -%fMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%<br>Move Speed -%fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%,Пройдено: %dMODIFIER_PROPERTY_TOOLTIP% / %dMODIFIER_PROPERTY_TOOLTIP2%<br>Получаемый урон -%fMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%<br>Скорость передвижения -%fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%,福佑-10196
DOTA_Tooltip_sl_modifier_bless_10196_muscle,腱子肉,Muscle,Мышцы,福佑-10196
DOTA_Tooltip_sl_modifier_bless_10196_muscle_Description,最大生命值+%fMODIFIER_PROPERTY_EXTRA_HEALTH_PERCENTAGE%%%<br>移动速度+%fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%<br>攻击速度+%fMODIFIER_PROPERTY_ATTACKSPEED_PERCENTAGE%%%<br>总攻击力+%fMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%%,Max Health +%fMODIFIER_PROPERTY_EXTRA_HEALTH_PERCENTAGE%%%<br>Move Speed +%fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%<br>Attack Speed +%fMODIFIER_PROPERTY_ATTACKSPEED_PERCENTAGE%%%<br>Total Damage +%fMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%%,"Макс. здоровье +%fMODIFIER_PROPERTY_EXTRA_HEALTH_PERCENTAGE%%%<br>Скорость передвижения +%fMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%<br>Скорость атаки +%fMODIFIER_PROPERTY_ATTACKSPEED_PERCENTAGE%%%<br>Общий урон +%fMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%%",福佑-10196
