--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build ec5ff63 
  ~ auto-generated — do not edit
]]


Tokens,English,SChinese
hud_profession_guide_lina_description,"I turn flame and sorcery into devastating bursts. Choose me for powerful area damage and wave clearing, but mind your positioning and casting rhythm.",我将火焰与法术化作毁灭性的爆发。选择我，你会拥有强大的范围伤害与清场能力，但需要注意站位和施法节奏。
hud_profession_guide_lina_archetype,Intelligence · Area Burst,智力 · 范围爆发
hud_profession_guide_combat_display_name,Combat Tips,战斗提示
hud_profession_guide_combat_description,Use Health [F2] or Mana [F3] Potions to recover. Press [D] to dash with damage reduction and evade danger.,点击背包中的生命药剂[F2]或魔法药剂[F3]，可以及时恢复状态。使用 [D] 技能可以向目标方向快速冲刺；冲刺期间会获得减伤，看到危险预警时记得用 D 闪开。
hud_profession_guide_combat_archetype,Survival Skills · Potions and Dashing,生存技巧 · 药剂与冲刺
hud_profession_guide_combat_speaker,Combat Tutorial,战斗教学
hud_profession_guide_combat_identity,Wave Four Preparation,第四波准备
hud_profession_guide_combat_countdown,Auto-continue in {seconds} seconds,剩余 {seconds} 秒后自动继续
hud_profession_guide_selection_description,"Choose a profession you like for a trial run, then complete the final challenge to earn its Profession Change Certificate.",选择一个心仪的职业进行试玩，进行最后挑战，成功后获得该职业的转职证明。
hud_profession_guide_selection_archetype,Profession Trial · Final Challenge,职业试玩 · 最终挑战
hud_profession_guide_selection_identity,Choose a Profession,选择职业
hud_profession_guide_selection_caption,Choose at a Profession NPC,前往职业 NPC 处选择
hud_profession_guide_challenge_simple,Simple Challenge,简单挑战
hud_profession_guide_challenge_hard,Hard Challenge,困难挑战
hud_profession_guide_challenge_extreme,Extreme Challenge,极限挑战
hud_profession_guide_challenge_list_separator,", ",、
hud_profession_guide_challenge_completed_summary, Completed: {challenges}., 已完成：{challenges}。
hud_profession_guide_challenge_success_description,Challenge complete. You can now attempt a higher difficulty or finish the tutorial.,挑战成功，现在你可以进行更高挑战或结束教程。
hud_profession_guide_challenge_blessing_description,You have received the sages' blessing and can temporarily wield their abilities. Complete another challenge to earn their Profession Change Certificate. Choose your challenge when ready!{completed},你得到先贤的赐福，可以暂时应用他们的能力，再完成一次挑战，你将获得他们的转职证明，决定好后进行挑战吧！{completed}
hud_profession_guide_challenge_archetype,Final Trial · Difficulty Selection,最终试炼 · 难度选择
hud_profession_guide_challenge_identity,Choose a Challenge,选择挑战
hud_profession_guide_challenge_leave,Finish and Leave,结束并离开
hud_save_status_saving,Saving...,正在保存……
hud_save_status_success,Saved,保存成功
hud_save_status_failure,Save failed: {message}; Error ID {errorCode}.,保存失败：{message}；错误编号 {errorCode}。
hud_save_status_unknown_error,Unknown error,未知错误
hud_save_status_unknown_code,Unknown,未知
hud_rune_choice_title,Choose a Shrine Blessing,选择神龛赐福
hud_rune_choice_subtitle,Choose one of three powers,三种力量，只能选择其一
hud_rune_choice_max_stack,Contract limit reached,已达契约上限
hud_rune_choice_current_stack,Current stacks: {count},当前 {count} 层
hud_rune_damage_title,Damage Rune,增伤神符
hud_rune_damage_description,Gain the Damage Rune effect after choosing this.,选择后获得增伤神符效果
hud_rune_haste_title,Haste Rune,急速神符
hud_rune_haste_description,Gain the Haste Rune effect after choosing this.,选择后获得急速神符效果
hud_rune_regen_title,Regeneration Rune,恢复神符
hud_rune_regen_description,Gain the Regeneration Rune effect after choosing this.,选择后获得恢复神符效果
hud_rune_shield_title,Shield Rune,护盾神符
hud_rune_shield_description,Gain the Shield Rune effect after choosing this.,选择后获得护盾神符效果
hud_rune_arcane_title,Arcane Rune,奥术神符
hud_rune_arcane_description,Gain the Arcane Rune effect after choosing this.,选择后获得奥术神符效果
hud_rune_purification_title,Purification Rune,净化神符
hud_rune_purification_description,Trigger the Purification Rune effect after choosing this.,选择后触发净化神符效果
hud_rune_revive_title,Revival Rune,复活神符
hud_rune_revive_description,Gain the Revival Rune effect after choosing this.,选择后获得复活神符效果
hud_m013_contract_gold_title,Vessel of Desire,渴求之器具
hud_m013_contract_gold_description,"Greatly increases drop quantity, but breaking chests summons guardians.","掉落数量大幅提高，但破坏宝箱会招来守卫者"
hud_m013_contract_life_title,Threads of Life,生命之织缕
hud_m013_contract_life_description,"Gain one chance to prevent lethal damage and fully restore health, but enemies will also revive.","增加一次抵挡致死伤害并回满生命的机会，但敌人也会复苏"
hud_m013_contract_power_title,Devourer of Worlds,世界之喰煞
hud_m013_contract_power_description,"Greatly increases all attributes, but damaging meteors will fall and contract backlash will accumulate.","大幅提高全属性，但会降下伤害陨石并积累契约反噬"
hud_item_bullet_received,Obtained {item}!,获得物品{item}！
hud_chest_opening,Opening chest,宝箱开启中
hud_chest_opened,Chest opened,宝箱已开启
hud_chest_no_currency,No Soul Crystals available,没有可开启的魂晶
hud_chest_click_to_open,Click to open chest,点击开启宝箱
hud_chest_reset_tooltip,Reset chest to its initial state,还原宝箱初始状态
hud_chest_reset,Reset,还原
hud_yxjs_registration_duration,{days}d {hours}h,{days}天{hours}小时
hud_yxjs_body_1,<font color='#88ff00'>Congratulations!</font> After <font color='#88ff00'>{duration}</font> you defeated the swordsman <font color='#ffaa33'>Danbo Jueying</font>! He will return...,<font color='#88ff00'>恭喜！！</font>历经<font color='#88ff00'>{duration}</font>，你已经击败了浪客剑心<font color='#ffaa33'>淡泊绝影</font>！然而，他必将卷土重来……
hud_yxjs_body_2,You have reached the end of the current version. <font color='#ffaa00'>Marci</font>'s journey is far from over. We need more time to build the next chapter: <font color='#ffaa00'>Infernal Trials</font>. Thank you for your patience.,你已经抵达当前版本内容的尽头！然而，<font color='#ffaa00'>小玛西</font>的征程还远没有结束。我们还需要时间构建兵器世界的另一个重要篇章：<font color='#ffaa00'>炼狱试炼</font>。感谢你的耐心等待。
hud_yxjs_body_3,Before the next adventure opens you can find more challenges in the <font color='#ffaa33'>End DLC</font> and <font color='#ffaa33'>Skyfall Realm</font>. Thank you for playing <font color='#88ff00'>AOW5</font>!,在下一段冒险开放前，你可以在<font color='#ffaa33'>末影DLC</font>和<font color='#ffaa33'>倾天秘境</font>中找到更多挑战。感谢你游玩<font color='#88ff00'>《AOW5》</font>！
hud_yxjs_title,To Be Continued!,未完待续！
hud_yxjs_confirm,Got It,知道了
hud_number_ten_thousand_suffix,W,万
hud_number_thousand_suffix,K,K
hud_attribute_bonus_line,= +{value} {attribute},= +{value} {attribute}
hud_attribute_bonus_primary_attack,Primary Attribute Damage,主属性攻击力
hud_attribute_bonus_health,Health,生命值
hud_attribute_bonus_health_regen,Health Regen,生命恢复
hud_attribute_bonus_attack_speed,Attack Speed,攻击速度
hud_attribute_bonus_armor,Armor,护甲
hud_attribute_bonus_mana,Mana,魔法值
hud_attribute_bonus_mana_regen,Mana Regen,魔法恢复
hud_attribute_bonus_magic_resistance,Magic Resistance,魔法抗性
hud_fatigue_title,Fatigue,疲劳值
hud_fatigue_tooltip_drop,"When fatigue falls below a certain threshold, map drop quantity will decrease.",当疲劳值低于一定阈值时，地图掉落数量将减少。
hud_fatigue_tooltip_refresh,Fatigue refreshes daily at midnight Beijing time.,疲劳值于每日北京时间零点刷新。
hud_task_tracker_progression_basic_title,Basic Tasks,基础任务
hud_task_tracker_progression_enter_m002,Enter the Damp Cemetery,踏入潮湿墓地
hud_task_tracker_progression_unlock_signal_tower,Activate a Signal Tower,激活信号塔
hud_task_tracker_progression_talent_teleport,Unlock Teleportation Device (Artisan Talent),解锁传送装置（需工匠天赋）
hud_task_tracker_progression_talent_exchange,Unlock Exchange (Artisan Talent),解锁交易所（需工匠天赋）
hud_task_tracker_progression_kill_melon_rind,Slay Watermelon Rind,击杀「西瓜皮」
hud_task_tracker_progression_kill_beast,Slay Beast,击杀「兽」
hud_task_tracker_progression_advanced_title,Advanced Tasks,进阶任务
hud_task_tracker_progression_enter_m003,Enter the Frozen Tundra,踏入冷冽冰原
hud_task_tracker_progression_enter_m012,Enter the Mine Ruins,踏入矿坑废墟
hud_task_tracker_progression_talent_guild_merchant,Unlock Guild Merchant (Artisan Talent),解锁会馆商人（需工匠天赋）
hud_task_tracker_progression_craft_starter_potion,Craft a Warmth or Glow Potion,制作一瓶温暖药剂或光亮药剂
hud_task_tracker_progression_kill_icefield_lord,Slay Icefield Lord,击杀「冰原领主」
hud_task_tracker_progression_kill_skull_warrior,Slay Skull Warrior,击杀「荒颅战士」