--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build b9dc48c · 2026-08-02 17:42:46 UTC
  ~ auto-generated — do not edit
]]


﻿Tokens,Schinese,English,Russian
bless_10092_desc_short,获得顺畅的飞行移动状态。,Grants unobstructed movement.,Дарует беспрепятственное передвижение.
bless_10093_desc_short,每次受到的伤害不会超过最大生命值的 <font color='#83d18a'>{hp_pct}%</font>,Damage taken per instance cannot exceed <font color='#83d18a'>{hp_pct}%</font> of Max HP.,Урон за раз не может превышать <font color='#83d18a'>{hp_pct}%</font> от макс. здоровья.
bless_10094_desc_short,状态抗性 <font color='#83d18a'>+{ztkx}%</font>，魔法抗性 <font color='#83d18a'>+{mk}%</font> 。,"+<font color='#83d18a'>{ztkx}%</font> Status Resistance, Magic Resist <font color='#83d18a'>+{mk}%</font>.","+<font color='#83d18a'>{ztkx}%</font> к сопр. эффектам, Сопр. магии <font color='#83d18a'>+{mk}%</font>."
bless_10094a_desc_short,状态抗性 <font color='#83d18a'>+{ztkx}%</font>，魔法抗性 <font color='#83d18a'>+{mk}%</font>，冷却时间延长 <font color='#83d18a'>+{lq}%</font> 。,"Status Res <font color='#83d18a'>+{ztkx}%</font>, Magic Res <font color='#83d18a'>+{mk}%</font>, Cooldown <font color='#83d18a'>+{lq}%</font>.","Сопр. эффектам <font color='#83d18a'>+{ztkx}%</font>, Сопр. магии <font color='#83d18a'>+{mk}%</font>, Перезарядка <font color='#83d18a'>+{lq}%</font>."
bless_10095_desc_short,状态抗性 <font color='#83d18a'>+{ztkx}%</font>，魔法抗性 <font color='#83d18a'>+{mk}%</font> 。,"+<font color='#83d18a'>{ztkx}%</font> Status Resistance, Magic Resist <font color='#83d18a'>+{mk}%</font>.","+<font color='#83d18a'>{ztkx}%</font> к сопр. эффектам, Сопр. магии <font color='#83d18a'>+{mk}%</font>."
bless_10095a_desc_short,状态抗性 <font color='#83d18a'>+{ztkx}%</font>，魔法抗性 <font color='#83d18a'>+{mk}%</font>，攻击速度 <font color='#83d18a'>-{gsI}%</font> 。,"Status Res <font color='#83d18a'>+{ztkx}%</font>, Magic Res <font color='#83d18a'>+{mk}%</font>, AS <font color='#83d18a'>-{gsI}%</font>.","Сопр. эффектам <font color='#83d18a'>+{ztkx}%</font>, Сопр. магии <font color='#83d18a'>+{mk}%</font>, АС <font color='#83d18a'>-{gsI}%</font>."
bless_10096_desc_short,技能范围 <font color='#83d18a'>+{jnfwI}%</font>。,AOE <font color='#83d18a'>+{jnfwI}%</font>。,Радиус АОЕ <font color='#83d18a'>+{jnfwI}%</font>。
bless_10096a_desc_short,技能范围 <font color='#83d18a'>+{jnfwI}%</font>，技能增强 <font color='#83d18a'>-{jnzq}%</font> 。,AOE <font color='#83d18a'>+{jnfwI}%</font>，Skill Amp <font color='#83d18a'>-{jnzq}%</font> 。,Радиус АОЕ <font color='#83d18a'>+{jnfwI}%</font>，Усил. навыка <font color='#83d18a'>-{jnzq}%</font> 。
bless_10097_desc_short,技能范围 <font color='#83d18a'>+{jnfwI}%</font>。,AOE <font color='#83d18a'>+{jnfwI}%</font>。,Радиус АОЕ <font color='#83d18a'>+{jnfwI}%</font>。
bless_10097a_desc_short,技能范围 <font color='#83d18a'>+{jnfwI}%</font>，伤害输出 <font color='#83d18a'>-{shI}%</font> 。,AOE <font color='#83d18a'>+{jnfwI}%</font>，Damage <font color='#83d18a'>-{shI}%</font> 。,Радиус АОЕ <font color='#83d18a'>+{jnfwI}%</font>，Урон <font color='#83d18a'>-{shI}%</font> 。
bless_10098_desc_short,生命值 <font color='#83d18a'>+{smI}%</font>，魔法抗性 <font color='#83d18a'>+{mk}%</font> 。,+<font color='#83d18a'>{smI}%</font> Health，Magic Resist <font color='#83d18a'>+{mk}%</font>.,"+<font color='#83d18a'>{smI}%</font> к здоровью, Сопр. магии <font color='#83d18a'>+{mk}%</font>."
bless_10098a_desc_short,生命值 <font color='#83d18a'>+{smI}%</font>，魔法抗性 <font color='#83d18a'>+{mk}%</font> ，护甲 <font color='#83d18a'>-{hj}</font> 。,"HP <font color='#83d18a'>+{smI}%</font>, Magic Res <font color='#83d18a'>+{mk}%</font>, Armor <font color='#83d18a'>-{hj}</font>.","HP <font color='#83d18a'>+{smI}%</font>, Сопр. магии <font color='#83d18a'>+{mk}%</font>, Броня <font color='#83d18a'>-{hj}</font>."
bless_10099_desc_short,攻击力 <font color='#83d18a'>+{gjl}</font>。,+<font color='#83d18a'>{gjl}</font> Attack Damage.,+<font color='#83d18a'>{gjl}</font> к урону.
bless_10099a_desc_short,攻击力 <font color='#83d18a'>+{gjl}</font>，技能增强 <font color='#83d18a'>-{jnzq}%</font> 。,"Damage <font color='#83d18a'>+{gjl}</font>, Spell Amp <font color='#83d18a'>-{jnzq}%</font>.","Урон <font color='#83d18a'>+{gjl}</font>, Усил. закл. <font color='#83d18a'>-{jnzq}%</font>."
bless_10100_desc_short,对生命值高于 <font color='#83d18a'>{hp_pct}%</font> 的敌人，技能增强 <font color='#83d18a'>+{amp}%</font> 。,+<font color='#83d18a'>{amp}%</font> Spell Damage against enemies with health above <font color='#83d18a'>{hp_pct}</font>.,+<font color='#83d18a'>{amp}%</font> к урону от заклинаний по врагам со здоровьем выше <font color='#83d18a'>{hp_pct}</font>.
bless_10101_desc_short,每拥有 <font color='#83d18a'>{hp}</font> 生命值，技能增强 <font color='#83d18a'>+{amp}%</font>（最高 <font color='#83d18a'>{max}</font> 层） 。,+<font color='#83d18a'>{amp}%</font> Spell Damage per <font color='#83d18a'>{hp}</font> Health(Max <font color='#83d18a'>{max}</font> stacks).,+<font color='#83d18a'>{amp}%</font> к урону от заклинаний за каждые <font color='#83d18a'>{hp}</font> здоровья(Макс. <font color='#83d18a'>{max}</font> стаков).
bless_10102_desc_short,受到伤害后，基础攻击力和技能伤害 <font color='#83d18a'>+{pct}%</font> ，持续 <font color='#83d18a'>{dur}</font> 秒，最多 <font color='#83d18a'>{max}</font> 层。,"Upon taking damage, Base Attack Damage and Spell Damage <font color='#83d18a'>+{pct}%</font> for <font color='#83d18a'>{dur}</font> seconds, up to <font color='#83d18a'>{max}</font> stacks.",При получении урона базовый урон и урон от заклинаний увеличиваются на <font color='#83d18a'>+{pct}%</font> на <font color='#83d18a'>{dur}</font> сек. Максимум <font color='#83d18a'>{max}</font> эффектов.
bless_10103_desc_short,濒死时触发， <font color='#83d18a'>{dur}</font> 秒内免疫所有伤害。持续时间内若击败任意敌人，回复 <font color='#83d18a'>{hp_pct}%</font> 生命值 <font color='#8e8e8e'>（CD: {cd} 秒）</font> 。,"Triggers when near death, granting immunity to all damage for {dur} seconds. Restores <font color='#83d18a'>{hp_pct}%</font> Health if any enemy is defeated during this time. Cooldown <font color='#83d18a'>{cd}</font> seconds.","Срабатывает при получении смертельного урона, даруя неуязвимость ко всему урону на {dur} сек. Если за это время будет побеждён любой враг, восстанавливает <font color='#83d18a'>{hp_pct}%</font> здоровья. Перезарядка: <font color='#83d18a'>{cd}</font> сек."
bless_10104_desc_short,生命值 <font color='#83d18a'>+{smI}%</font>，承受伤害 <font color='#83d18a'>+{csshI}%</font> 。,"+<font color='#83d18a'>{smI}%</font> Health, +<font color='#83d18a'>{csshI}%</font> Damage Taken.","+<font color='#83d18a'>{smI}%</font> здоровья, +<font color='#83d18a'>{csshI}%</font> получ. урона."
bless_10105_desc_short,每击杀一个敌人，伤害输出 <font color='#83d18a'>+{shI}%</font> ，承受伤害 <font color='#83d18a'>+{csshI}%</font>,Each kill increases Damage Output by <font color='#83d18a'>{shI}%</font> and Damage Taken by <font color='#83d18a'>{csshI}%</font>.,Каждое убийство даёт +<font color='#83d18a'>{shI}%</font> к урону и +<font color='#83d18a'>{csshI}%</font> к получ. урону.
bless_10106_desc_short,<font color='#83d18a'>{time}</font> 秒未造成伤害后，每秒获得 <font color='#83d18a'>{sh}</font> 护盾值，上限 <font color='#83d18a'>{max}</font> 护盾值。,"After <font color='#83d18a'>{time}</font>s without dealing damage, gain <font color='#83d18a'>{sh}</font> Shield per second, up to <font color='#83d18a'>{max}</font> Shield.","Спустя <font color='#83d18a'>{time}</font> сек. без нанесения урона, получает <font color='#83d18a'>{sh}</font> щита в секунду. Максимум: <font color='#83d18a'>{max}</font> щита."
bless_10107_desc_short,获取时，删除该福佑，随机获得 <font color='#83d18a'>{count}</font> 个其他福佑。,"Upon pickup, removes this blessing and grants <font color='#83d18a'>{count}</font> other random blessings.",При получении удаляет это благословение и даёт <font color='#83d18a'>{count}</font> других случайных.
bless_10108_desc_short,生命值 <font color='#83d18a'>+{sm}</font> ，获得掠夺者之斧。,+<font color='#83d18a'>{sm}</font> Health. Gain Ogre Axe.,+<font color='#83d18a'>{sm}</font> здоровья. Даёт Ogre Axe.
bless_10109_desc_short,技能增强 <font color='#83d18a'>+{jnzq}%</font> ，获得神秘法杖。,+<font color='#83d18a'>{jnzq}%</font> Spell Amp. Gain Mystic Staff.,+<font color='#83d18a'>{jnzq}%</font> к силе закл. Даёт Mystic Staff.
bless_10110_desc_short,基础攻击力 <font color='#83d18a'>+{gjbI}%</font> ，获得鹰歌弓。,+<font color='#83d18a'>{gjbI}%</font> Base Damage. Gain Eaglesong.,+<font color='#83d18a'>{gjbI}%</font> к базовому урону. Даёт Eaglesong.
bless_10111_desc_short,生命值 <font color='#83d18a'>+{sm}</font> ，永久获得真视宝石效果。,"+<font color='#83d18a'>{sm}</font> Health, permanent True Sight.","+<font color='#83d18a'>{sm}</font> здоровья, эффект True Sight навсегда."
bless_10112_desc_short,会心一击几率 <font color='#83d18a'>+{hxgjgl}%</font> <font color='#8e8e8e'>（会心一击基础效果：攻击可以触发会心一击，触发时额外造成 100% 伤害，不包括触发类伤害）</font> 。,Attacks have {hxgjgl}% Crit chance (Base effect: <font color='#83d18a'>100%</font> extra damage).,Шанс крита {hxgjgl}% (Базовый эффект: <font color='#83d18a'>100%</font> доп. урона).
bless_10113_desc_short,技能范围 <font color='#83d18a'>+{jnfw}</font>。,+<font color='#83d18a'>{jnfw}</font> AOE Radius,+<font color='#83d18a'>{jnfw}</font> Радиус АОЕ.
bless_10113a_desc_short,技能范围 <font color='#83d18a'>+{jnfw}</font>，施法距离 <font color='#83d18a'>-{sfjl}</font> 。,"AOE <font color='#83d18a'>+{jnfw}</font>, Cast Range <font color='#83d18a'>-{sfjl}</font>.","Радиус <font color='#83d18a'>+{jnfw}</font>, Дальн. прим. <font color='#83d18a'>-{sfjl}</font>."
bless_10114_desc_short,施法距离 <font color='#83d18a'>+{sfjl}</font> ，魔法恢复 <font color='#83d18a'>+{mfhf}</font>,"Cast Range <font color='#83d18a'>+{sfjl}</font>, Mana Regeneration <font color='#83d18a'>+{mfhf}</font>","Дальность применения <font color='#83d18a'>+{sfjl}</font>, восстановление маны <font color='#83d18a'>+{mfhf}</font>"
bless_10115_desc_short,延迟{delay}秒后，周围{radius}码内友方英雄回复{regen}点魔法和生命值 <font color='#8e8e8e'>（CD: {cd} 秒，阵亡时刷新）</font> 。,"After {delay}s delay, allied heroes within {radius} radius restore {regen} Mana and Health (CD: <font color='#83d18a'>{cd}</font>s, refreshes on death).","Спустя {delay} сек. союзные герои в радиусе {radius} восстанавливают {regen} маны и здоровья (CD: <font color='#83d18a'>{cd}</font> сек., сбрасывается при смерти)."
bless_10116_desc_short,技能命中敌方英雄时，向其释放蓄力箭矢，造成 <font color='#83d18a'>{level_factor}×等级</font> 魔法伤害，箭矢飞行 <font color='#83d18a'>{distance}</font> 码，伤害随飞行距离提升 <font color='#8e8e8e'>（受技能增强加成）</font> 。,"Hitting an enemy hero fires a charged arrow, dealing <font color='#83d18a'>{level_factor}×Level</font> magical damage. Every <font color='#83d18a'>{dmg_add_distance}</font> units traveled increases damage by <font color='#83d18a'>{dmg_add}%</font>.","При попадании по герою выпускает заряженную стрелу, наносящую <font color='#83d18a'>{level_factor}×уровень</font> магического урона. Каждые <font color='#83d18a'>{dmg_add_distance}</font> ед. полёта увеличивают урон на <font color='#83d18a'>{dmg_add}%</font>."
bless_10117_desc_short,技能命中敌方英雄时，向其释放 <font color='#83d18a'>{count}</font> 个烟花，造成 <font color='#83d18a'>{hp_pct}%×敌人最大生命值</font> 纯粹伤害。,"When an ability hits an enemy hero, releases <font color='#83d18a'>{count}</font> fireworks towards them. Each firework deals pure damage equal to <font color='#83d18a'>{hp_pct}% of the target's max Health</font>.",При попадании способностью по вражескому герою выпускает в него <font color='#83d18a'>{count}</font> фейерверков. Каждый фейерверк наносит чистый урон в размере <font color='#83d18a'>{hp_pct}% от макс. здоровья</font> цели.
bless_10118_desc_short,每秒提升下一次技能<font color='#83d18a'>{jnzq}%</font> 技能增强（上限 <font color='#83d18a'>{max_stack}</font> 层）。,Increases the Spell Amplification of the next ability by <font color='#83d18a'>{jnzq}%</font> every second (up to <font color='#83d18a'>{max_stack}</font> stacks).,Каждую секунду увеличивает усиление способностей для следующего заклинания на <font color='#83d18a'>{jnzq}%</font> (макс. <font color='#83d18a'>{max_stack}</font> зарядов).
bless_10119_desc_short,魔法值高于 <font color='#83d18a'>{mana_pct_limit}%</font> 时，每次攻击命中敌方英雄时，消耗 <font color='#83d18a'>{mana}+{mana_pct}%最大魔法值</font> ，并造成 <font color='#83d18a'>{dmg_pct}%×消耗魔法值</font> 点魔法伤害。,"When Mana > <font color='#83d18a'>{mana_pct_limit}%</font>, attacks on heroes consume <font color='#83d18a'>{mana}+{mana_pct}% Max Mana</font> to deal <font color='#83d18a'>{dmg_pct}%×Mana consumed</font> Magic Damage.","При мане > <font color='#83d18a'>{mana_pct_limit}%</font> атаки по героям тратят <font color='#83d18a'>{mana}+{mana_pct}% макс. маны</font>, нанося <font color='#83d18a'>{dmg_pct}%×расход маны</font> маг. урона."
bless_10120_desc_short,己方杀敌数最少和阵亡数最高的玩家分别获得 <font color='#83d18a'>{shI}%</font> 伤害输出。,The players on your team with the fewest kills and the most deaths each receive <font color='#83d18a'>{shI}%</font> damage output.,Игроки в вашей команде с наименьшим количеством убийств и наибольшим количеством смертей получают по <font color='#83d18a'>{shI}%</font> к наносимому урону.c
bless_10121_desc_short,获取时，删除该福佑，随机获得 <font color='#83d18a'>{count}</font> 个紫色福佑。,"Upon acquisition, this blessing is removed and <font color='#83d18a'>{count}</font> random Epic Blessings are granted.",При получении удаляет это благословение и даёт <font color='#83d18a'>{count}</font> случайных эпических благословений.
bless_10122_desc_short,获取时，删除该福佑，随机获得 <font color='#83d18a'>{count}</font> 个橙色福佑。,"Upon acquisition, this blessing is removed and <font color='#83d18a'>{count}</font> random Legendary Blessings are granted.",При получении удаляет это благословение и даёт <font color='#83d18a'>{count}</font> случайных легендарных благословений.
bless_10123_desc_short,立刻获得 <font color='#83d18a'>{gold}</font> 金币并产生等量债务。,Instantly gain <font color='#83d18a'>{gold}</font> Gold and equal debt.,Мгновенно получите <font color='#83d18a'>{gold}</font> золота и равный долг.
bless_10124_desc_short,立刻获得 <font color='#83d18a'>{gold}</font> 金币。,Instantly gain <font color='#83d18a'>{gold}</font> Gold.,Мгновенно получите <font color='#83d18a'>{gold}</font> золота.
bless_10125_desc_short,每次阵亡时，获得 <font color='#83d18a'>{gold}</font> 金币和 <font color='#83d18a'>{exp}</font> 经验，最多 <font color='#83d18a'>{count}次 。,"On death: gain <font color='#83d18a'>{gold}</font> Gold and <font color='#83d18a'>{exp}</font> EXP, max <font color='#83d18a'>{count} times .","При смерти: <font color='#83d18a'>{gold}</font> золота и <font color='#83d18a'>{exp}</font> опыта, до <font color='#83d18a'>{count} раз ."
bless_10126_desc_short,技能命中敌方英雄或攻击命中时，附带 <font color='#83d18a'>{damage}</font> 点魔法伤害，并获得 <font color='#83d18a'>{gold}</font> 金币。,Deals <font color='#83d18a'>{damage}</font> magical damage and grants <font color='#83d18a'>{gold}</font> gold when hitting an enemy hero with an ability or attack.,Наносит <font color='#83d18a'>{damage}</font> маг. урона и даёт <font color='#83d18a'>{gold}</font> золота при попадании по герою способностью или атакой.
bless_10127_desc_short,每秒获得 <font color='#83d18a'>{gold}</font> 金币，当金币少于 <font color='#83d18a'>{gold_count}</font> 时，该福佑效果翻倍 <font color='#FF6B6B'>（在泉水挂机3分钟会判定为逃跑）</font> 。,Gain <font color='#83d18a'>{gold}</font> gold per sec. Effect doubles when gold < <font color='#83d18a'>{gold_count}</font>.,"+<font color='#83d18a'>{gold}</font> золота/сек. Эффект удваивается, если золота меньше <font color='#83d18a'>{gold_count}</font>."
bless_10128_desc_short,随机获得{count_min} - {count_max}本经验之书，使用立刻提升 <font color='#83d18a'>1</font> 级，可以分享给队友。,Randomly gain {count_min} - {count_max} Tomes of Knowledge. Use to gain <font color='#83d18a'>1</font> level instantly. Sharable with allies.,Случайно дает {count_min} - {count_max} книг опыта. Повышает уровень на <font color='#83d18a'>1</font> при использовании. Можно передать союзникам.
bless_10129_desc_short,使用希瓦的守护时，牺牲自身 <font color='#83d18a'>{hp_pct}%</font> 当前生命值，发出一道火焰的波动，造成 <font color='#83d18a'>{dmg_pct}%×损耗生命值</font> 点魔法伤害。,"When using Shiva's Guard, sacrifice <font color='#83d18a'>{hp_pct}%</font> current HP to emit a fire wave, dealing <font color='#83d18a'>{dmg_pct}%×HP lost</font> magic damage.","При использовании Shiva's Guard жертвует <font color='#83d18a'>{hp_pct}%</font> текущего здоровья, выпуская огненную волну, наносящую <font color='#83d18a'>{dmg_pct}%×потерю HP</font> маг. урона."
bless_10130_desc_short,使用观察烟斗时，获得 <font color='#83d18a'>{im_dur}</font> 秒减益免疫状态，最大生命值提高 <font color='#83d18a'>{pct}%</font> ，持续 <font color='#83d18a'>{hp_dur}</font> 秒。,"When using Pipe of Insight, gain <font color='#83d18a'>{im_dur}</font>s Debuff Immunity. Max HP increases by <font color='#83d18a'>{pct}%</font> for <font color='#83d18a'>{hp_dur}</font>s.",При использовании Pipe of Insight дает невосприимчивость к эффектам на <font color='#83d18a'>{im_dur}</font> сек. Макс. HP увеличивается на <font color='#83d18a'>{pct}%</font> на <font color='#83d18a'>{hp_dur}</font> сек.
bless_10131_desc_short,对目标使用否决坠饰时，施加 <font color='#83d18a'>{spd_pct}%</font> 减速，自身总攻击力 <font color='#83d18a'>+{atk}%</font> ，持续 <font color='#83d18a'>{dur}</font> 秒。,"When using Nullifier on a target, gain <font color='#83d18a'>+{atk}</font> attack damage and apply <font color='#83d18a'>{spd_pct}%</font> slow for <font color='#83d18a'>{dur}</font>s.",При использовании Nullifier на цель дает <font color='#83d18a'>+{atk}</font> к урону и замедляет цель на <font color='#83d18a'>{spd_pct}%</font> на <font color='#83d18a'>{dur}</font> сек.
bless_10132_desc_short,携带黯灭时，每次参与击杀敌人，攻击力永久+ <font color='#83d18a'>{atk}</font> 。,"With Desolator, gain permanent +<font color='#83d18a'>{atk}</font> attack damage per kill participation.",С Desolator дает постоянные +<font color='#83d18a'>{atk}</font> к урону за каждое участие в убийстве.
bless_10133_desc_short,每秒对 <font color='#83d18a'>{radius}</font> 范围内敌人造成 <font color='#83d18a'>{dmg}+{atk_pct}%×攻击力</font> 点魔法伤害。,Deals <font color='#83d18a'>{dmg}+{atk_pct}%×Attack</font> magic damage per second to enemies within <font color='#83d18a'>{radius}</font> range.,Наносит <font color='#83d18a'>{dmg}+{atk_pct}%×Урон</font> магического урона в сек. врагам в радиусе <font color='#83d18a'>{radius}</font>.
bless_10134_desc_short,当你是力量英雄，并且携带蝴蝶时，生命值和基础攻击力 <font color='#83d18a'>+{pct}%</font> ，力量 <font color='#83d18a'>+{str}</font> 。,"If you are a Strength hero with Butterfly, gain <font color='#83d18a'>+{pct}%</font> HP and base attack damage, and <font color='#83d18a'>+{str}</font> Strength.","Если вы герой силы и имеете Butterfly, дает <font color='#83d18a'>+{pct}%</font> к HP и базовому урону, и <font color='#83d18a'>+{str}</font> силы."
bless_10135_desc_short,使用鱼叉时，基础攻击力 <font color='#83d18a'>+{pct}%</font> ，敌人被束缚在你初始位置 <font color='#83d18a'>{radius}</font> 码内，持续 <font color='#83d18a'>{dur}秒。,"When using Harpoon, <font color='#83d18a'>+{pct}%</font> Base Attack Damage; enemies are tethered within <font color='#83d18a'>{radius}</font> range of your start position for <font color='#83d18a'>{dur}</font>s.",При использовании Harpoon <font color='#83d18a'>+{pct}%</font> к баз. урону; враги прикованы в радиусе <font color='#83d18a'>{radius}</font> от вашей нач. позиции на <font color='#83d18a'>{dur}</font> сек.
bless_10136_desc_short,携带狂战斧时，普通攻击对分裂效果范围内的敌人造成 <font color='#83d18a'>{atk_pct}%×攻击力</font> 点物理伤害。,"With Battle Fury, basic attacks deal <font color='#83d18a'>{atk_pct}%×Attack</font> physical damage to enemies in the cleave area.",С Battle Fury атаки наносят <font color='#83d18a'>{atk_pct}%×Урон</font> физ. урона врагам в области прорубающего удара.
bless_10137_desc_short,生命下降至 <font color='#83d18a'>{trigger_pct}%</font> 时，击退 <font color='#83d18a'>{radius}</font> 码内敌人，击退 <font color='#83d18a'>{kb}</font> 码 <font color='#8e8e8e'>（CD: {cd} 秒）</font> 。,"When HP < <font color='#83d18a'>{trigger_pct}%</font>, knock back enemies within <font color='#83d18a'>{radius}</font> units by <font color='#83d18a'>{kb}</font> (CD: <font color='#83d18a'>{cd}</font>s).",При HP < <font color='#83d18a'>{trigger_pct}%</font> отбрасывает врагов в радиусе <font color='#83d18a'>{radius}</font> на <font color='#83d18a'>{kb}</font> (КД: <font color='#83d18a'>{cd}</font> сек).
bless_10138_desc_short,技能命中敌方英雄时，技能增强 <font color='#83d18a'>+{pct}%</font> ，上限 <font color='#83d18a'>{max}%</font> 。,"Skill hits on enemy heroes grant <font color='#83d18a'>+{pct}%</font> Skill Amp, max <font color='#83d18a'>{max}%</font>.","Попадание навыком по герою: <font color='#83d18a'>+{pct}%</font> к силе навыков, макс. <font color='#83d18a'>{max}%</font>."
bless_10139_desc_short,获得戟把，使用后永远连接于选定友军，无法自由移动。连接时，攻击和施法距离<font color='#83d18a'> +{extra_range}</font> ，每秒恢复 <font color='#83d18a'>{hp_regen_pct}%</font> 最大生命值。被连接友军突破移速上限，获得你的移动速度的 <font color='#83d18a'>{mp_pct}%</font> 。,"Grants a neutral item: Token of Affection. Upon use, permanently tethers to a target ally and becomes unable to move. While tethered, self attack and cast range <font color='#83d18a'> +{extra_range}</font>, restores <font color='#83d18a'>{hp_regen_pct}%</font> max health per second; tethered ally removes movement speed limit and gains <font color='#83d18a'>{mp_pct}%</font> of your movement speed.","Дарует нейтральный предмет: Залог любви. При использовании навсегда привязывается к выбранному союзнику и лишает возможности передвигаться. Во время привязки дальность атаки и применения заклинаний <font color='#83d18a'> +{extra_range}</font>, восстанавливает <font color='#83d18a'>{hp_regen_pct}%</font> макс. здоровья в секунду; привязанный союзник снимает ограничение скорости передвижения и получает <font color='#83d18a'>{mp_pct}%</font> от вашей скорости."
bless_10140_desc_short,释放基础技能时，召唤小僵尸追击敌人，继承<font color='#83d18a'>{atk}%</font> 攻击力、 <font color='#83d18a'>{spd}%</font> 移动速度、 <font color='#83d18a'>{hp}%</font> 生命值、 <font color='#83d18a'>{atk_spd}%</font> 攻击速度。最多存在 <font color='#83d18a'>{max}</font> 个小僵尸。,"When casting a basic ability, summons a small zombie to chase enemies, inheriting <font color='#83d18a'>{atk}%</font> Damage, <font color='#83d18a'>{spd}%</font> Movement Speed, <font color='#83d18a'>{hp}%</font> Health, and <font color='#83d18a'>{atk_spd}%</font> Attack Speed. Max small zombies: <font color='#83d18a'>{max}</font>.","При использовании базовой способности призывает маленького зомби для преследования врагов, который наследует <font color='#83d18a'>{atk}%</font> урона, <font color='#83d18a'>{spd}%</font> скорости передвижения, <font color='#83d18a'>{hp}%</font> здоровья и <font color='#83d18a'>{atk_spd}%</font> скорости атаки. Максимум зомби: <font color='#83d18a'>{max}</font>."
bless_10141_desc_short,攻击 <font color='#83d18a'>{radius}</font> 码内敌人时，使其护甲 <font color='#83d18a'>-{armor}</font> ，自身总攻击力 <font color='#83d18a'>+{atk_pct}%</font> ，移动速度 <font color='#83d18a'>+{spd}</font> ，最多叠加 <font color='#83d18a'>{max}</font> 层。,"Attacking enemies within <font color='#83d18a'>{radius}</font>: <font color='#83d18a'>-{armor}</font> Armor, <font color='#83d18a'>+{atk_pct}%</font> Total ATK, <font color='#83d18a'>+{spd}</font> MS. Max <font color='#83d18a'>{max}</font> stacks, refreshes on hit, lasts <font color='#83d18a'>{dur}</font>s.","Атака врагов в радиусе <font color='#83d18a'>{radius}</font>: <font color='#83d18a'>-{armor}</font> брони, <font color='#83d18a'>+{atk_pct}%</font> атаки, <font color='#83d18a'>+{spd}</font> скор. передв. До <font color='#83d18a'>{max}</font> стаков, обновляется при ударе, длится <font color='#83d18a'>{dur}</font> сек."
bless_10142_desc_short,攻击射程低于自己的敌人时，本次攻击或触发类伤害获得 <font color='#83d18a'>{factor}%×射程差%</font> 伤害增幅。,Attacking enemies with lower range: +<font color='#83d18a'>{factor}% × Range Diff</font> damage.,Атака врагов с меньшей дальностью: +<font color='#83d18a'>{factor}% × разница дальности</font> к урону.
bless_10143_desc_short,参与击杀敌方英雄时，永久获得 <font color='#83d18a'>{value}</font> 随机三维属性（最多 <font color='#83d18a'>{max_stack}</font> 层）。,Participating in an enemy hero kill permanently grants <font color='#83d18a'>{value}</font> random attribute (max <font color='#83d18a'>{max_stack}</font> stacks).,Участие в убийстве вражеского героя навсегда даёт <font color='#83d18a'>{value}</font> к случайному атрибуту (макс. <font color='#83d18a'>{max_stack}</font> зар.).
bless_10143a_desc_short,参与击杀敌方英雄时，永久获得 <font color='#83d18a'>{value}</font> 力量。,Gains <font color='#83d18a'>{value}</font> Str per hero kill.,Получает <font color='#83d18a'>{value}</font> Сил за убийство героя.
bless_10143b_desc_short,参与击杀敌方英雄时，永久获得 <font color='#83d18a'>{value}</font> 敏捷。,Gains <font color='#83d18a'>{value}</font> Agi per hero kill.,Получает <font color='#83d18a'>{value}</font> Лов за убийство героя.
bless_10143c_desc_short,参与击杀敌方英雄时，永久获得 <font color='#83d18a'>{value}</font> 智力。,Gains <font color='#83d18a'>{value}</font> Int per hero kill.,Получает <font color='#83d18a'>{value}</font> Инт за убийство героя.
bless_10144_desc_short,阵亡期间或者 <font color='#83d18a'>{radius}</font> 码内没有友方英雄时，每秒获得1层 <font color='#83d18a'>[孤独]</font> ，每有 <font color='#83d18a'>{stack}</font> 层 <font color='#83d18a'>[孤独]</font> ，攻击速度 <font color='#83d18a'>+{pct}%</font> ，最多 <font color='#83d18a'>{max_stack}</font> 层。,"While dead or no allies within <font color='#83d18a'>{radius}</font> range, gain 1 stack of <font color='#83d18a'>[Solitude]</font> per sec. Every <font color='#83d18a'>{stack}</font> stacks grant <font color='#83d18a'>+{pct}%</font> Attack Speed, max {max_stack}.","Пока мертв или в радиусе <font color='#83d18a'>{radius}</font> нет союзников, +1 заряд <font color='#83d18a'>[Одиночества]</font> в сек. За каждые <font color='#83d18a'>{stack}</font> зарядов скор. атаки <font color='#83d18a'>+{pct}%</font>, макс. {max_stack}."
