--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build ec5ff63 
  ~ auto-generated — do not edit
]]


Tokens,SChineseBaseline,English,EnglishReviewStatus,Russian,RussianReviewStatus,Vietnamese,VietnameseReviewStatus,ReviewIssue,ReviewBatch,Note
DOTA_Tooltip_ability_item_G304_Description,<h1>火陨术：流星</h1>陨石伴随流星轨迹造成火陨术20%伤害并附加灼烧。,<h1>Fire Meteor: Streak</h1>The meteor leaves a trail that deals 20% of Fire Meteor's damage and applies Burn.,approved,"<h1>Огненный метеорит: След</h1>Метеорит оставляет за собой след, который наносит 20% урона от Огненного метеорита и накладывает горение.",approved,<h1>Hỏa Thạch Thuật: Sao Băng</h1>Thiên thạch theo quỹ đạo sao băng gây 20% sát thương của Hỏa Thạch Thuật và thêm hiệu ứng thiêu đốt.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G304_2,符印：火陨流星Ⅱ,Rune: Fire Meteor Streak II,approved,Руна: След огненного метеорита II,approved,Ấn: Hỏa Thạch Thuật - Sao Băng II,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G304_2_Description,<h1>火陨术：流星</h1>陨石伴随流星轨迹造成火陨术40%伤害并附加灼烧。,<h1>Fire Meteor: Streak</h1>The meteor leaves a trail that deals 40% of Fire Meteor's damage and applies Burn.,approved,"<h1>Огненный метеорит: След</h1>Метеорит оставляет за собой след, который наносит 40% урона от Огненного метеорита и накладывает горение.",approved,<h1>Hỏa Thạch Thuật: Sao Băng</h1>Thiên thạch theo quỹ đạo sao băng gây 40% sát thương của Hỏa Thạch Thuật và thêm hiệu ứng thiêu đốt.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G304_3,符印：火陨流星Ⅲ,Rune: Fire Meteor Streak III,approved,Руна: След огненного метеорита III,approved,Ấn: Hỏa Thạch Thuật - Sao Băng III,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G304_3_Description,<h1>火陨术：流星</h1>陨石伴随流星轨迹造成火陨术60%伤害并附加灼烧。,<h1>Fire Meteor: Streak</h1>The meteor leaves a trail that deals 60% of Fire Meteor's damage and applies Burn.,approved,"<h1>Огненный метеорит: След</h1>Метеорит оставляет за собой след, который наносит 60% урона от Огненного метеорита и накладывает горение.",approved,<h1>Hỏa Thạch Thuật: Sao Băng</h1>Thiên thạch theo quỹ đạo sao băng gây 60% sát thương của Hỏa Thạch Thuật và thêm hiệu ứng thiêu đốt.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G305,符印：火陨凝咒Ⅰ,Rune: Fire Meteor Stasis I,approved,Руна: Концентрация огненного метеорита I,approved,Ấn: Hỏa Thạch Thuật - Ngưng Chú I,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G305_Description,"<h1>火陨术：凝咒</h1>陨石眩晕时间减半,释放其它技能时使火陨术冷却减少1.5秒。",<h1>Fire Meteor: Stasis</h1>Meteor stun duration is halved. Casting other abilities reduces Fire Meteor's cooldown by 1.5 seconds.,approved,"<h1>Огненный метеорит: Концентрация</h1>Длительность оглушения от метеорита уменьшается вдвое. Применение других способностей сокращает перезарядку Огненного метеорита на 1,5 сек.",approved,"<h1>Hỏa Thạch Thuật: Ngưng Chú</h1>Thiên thạch thời gian choáng giảm một nửa, khi tung kỹ năng khác sẽ giảm thời gian hồi của Hỏa Thạch Thuật 3 giây.",approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G305_2,符印：火陨凝咒Ⅱ,Rune: Fire Meteor Stasis II,approved,Руна: Концентрация огненного метеорита II,approved,Ấn: Hỏa Thạch Thuật - Ngưng Chú II,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G305_2_Description,"<h1>火陨术：凝咒</h1>陨石眩晕时间减半,释放其它技能时使火陨术冷却减少2秒。",<h1>Fire Meteor: Stasis</h1>Meteor stun duration is halved. Casting other abilities reduces Fire Meteor's cooldown by 2 seconds.,approved,<h1>Огненный метеорит: Концентрация</h1>Длительность оглушения от метеорита уменьшается вдвое. Применение других способностей сокращает перезарядку Огненного метеорита на 2 сек.,approved,"<h1>Hỏa Thạch Thuật: Ngưng Chú</h1>Thiên thạch thời gian choáng giảm một nửa, khi tung kỹ năng khác sẽ giảm thời gian hồi của Hỏa Thạch Thuật 5 giây.",approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G305_3,符印：火陨凝咒Ⅲ,Rune: Fire Meteor Stasis III,approved,Руна: Концентрация огненного метеорита III,approved,Ấn: Hỏa Thạch Thuật - Ngưng Chú III,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G305_3_Description,"<h1>火陨术：凝咒</h1>陨石眩晕时间减半,释放其它技能时使火陨术冷却减少3秒。",<h1>Fire Meteor: Stasis</h1>Meteor stun duration is halved. Casting other abilities reduces Fire Meteor's cooldown by 3 seconds.,approved,<h1>Огненный метеорит: Концентрация</h1>Длительность оглушения от метеорита уменьшается вдвое. Применение других способностей сокращает перезарядку Огненного метеорита на 3 сек.,approved,"<h1>Hỏa Thạch Thuật: Ngưng Chú</h1>Thiên thạch thời gian choáng giảm một nửa, khi tung kỹ năng khác sẽ giảm thời gian hồi của Hỏa Thạch Thuật 7 giây.",approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G306,符印：天降火陨Ⅰ,Rune: Fire Meteor Skyfall I,approved,Руна: Падение огненного метеорита I,approved,Ấn: Trời Giáng Hỏa Thạch I,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G306_Description,"<h1>火陨术：天坠</h1>释放技能时10%概率以随机敌人触发一次火陨术,不造成眩晕。",<h1>Fire Meteor: Skyfall</h1>Casting an ability has a 10% chance to cast Fire Meteor on a random enemy without stunning them.,approved,<h1>Огненный метеорит: Падение</h1>Применение способности имеет 10% шанс обрушить Огненный метеорит на случайного врага без эффекта оглушения.,approved,"<h1>Hỏa Thạch Thuật: Trời Rơi</h1>Khi tung kỹ năng, có 10% tỉ lệ kích hoạt một lần Hỏa Thạch Thuật lên kẻ địch ngẫu nhiên, không gây choáng.",approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G306_2,符印：天降火陨Ⅱ,Rune: Fire Meteor Skyfall II,approved,Руна: Падение огненного метеорита II,approved,Ấn: Trời Giáng Hỏa Thạch II,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G306_2_Description,"<h1>火陨术：天坠</h1>释放技能时20%概率以随机敌人触发一次火陨术,不造成眩晕。",<h1>Fire Meteor: Skyfall</h1>Casting an ability has a 20% chance to cast Fire Meteor on a random enemy without stunning them.,approved,<h1>Огненный метеорит: Падение</h1>Применение способности имеет 20% шанс обрушить Огненный метеорит на случайного врага без эффекта оглушения.,approved,"<h1>Hỏa Thạch Thuật: Trời Rơi</h1>Khi tung kỹ năng, có 20% tỉ lệ kích hoạt một lần Hỏa Thạch Thuật lên kẻ địch ngẫu nhiên, không gây choáng.",approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G306_3,符印：天降火陨Ⅲ,Rune: Fire Meteor Skyfall III,approved,Руна: Падение огненного метеорита III,approved,Ấn: Trời Giáng Hỏa Thạch III,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G306_3_Description,"<h1>火陨术：天坠</h1>释放技能时30%概率以随机敌人触发一次火陨术,不造成眩晕。",<h1>Fire Meteor: Skyfall</h1>Casting an ability has a 30% chance to cast Fire Meteor on a random enemy without stunning them.,approved,<h1>Огненный метеорит: Падение</h1>Применение способности имеет 30% шанс обрушить Огненный метеорит на случайного врага без эффекта оглушения.,approved,"<h1>Hỏa Thạch Thuật: Trời Rơi</h1>Khi tung kỹ năng, có 30% tỉ lệ kích hoạt một lần Hỏa Thạch Thuật lên kẻ địch ngẫu nhiên, không gây choáng.",approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G307,符印：涅槃Ⅰ,Rune: Nirvana I,approved,Руна: Нирвана I,approved,Ấn: Niết Bàn I,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G307_Description,<h1>烈焰炙烤：涅槃</h1>持续期间获得80%伤害减免。,<h1>Flame Scorch: Nirvana</h1>Grants 80% damage reduction while channeling.,approved,<h1>Огненный жар: Нирвана</h1>Во время применения получаемый урон снижается на 80%.,approved,"<h1>Thiêu Đốt Rực Lửa: Niết Bàn</h1>Trong thời gian duy trì, nhận 80% giảm sát thương.",approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G307_2,符印：涅槃Ⅱ,Rune: Nirvana II,approved,Руна: Нирвана II,approved,Ấn: Niết Bàn II,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G307_2_Description,<h1>烈焰炙烤：涅槃</h1>持续期间获得80%伤害减免。,<h1>Flame Scorch: Nirvana</h1>Grants 80% damage reduction while channeling.,approved,<h1>Огненный жар: Нирвана</h1>Во время применения получаемый урон снижается на 80%.,approved,"<h1>Lửa Thiêu Đốt: Niết Bàn</h1>Trong thời gian duy trì, nhận 80% giảm sát thương.",approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G307_3,符印：涅槃Ⅲ,Rune: Nirvana III,approved,Руна: Нирвана III,approved,Ấn: Niết Bàn III,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G307_3_Description,<h1>烈焰炙烤：涅槃</h1>持续期间获得80%伤害减免。,<h1>Flame Scorch: Nirvana</h1>Grants 80% damage reduction while channeling.,approved,<h1>Огненный жар: Нирвана</h1>Во время применения получаемый урон снижается на 80%.,approved,"<h1>Lửa Thiêu Đốt: Niết Bàn</h1>Trong thời gian duy trì, nhận 80% giảm sát thương.",approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G308,符印：延烧Ⅰ,Rune: Extended Burn I,approved,Руна: Долгое горение I,approved,Ấn: Lan Rộng I,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G308_Description,<h1>烈焰冲刺：延烧</h1>燃烧地带持续时间延长50%。,<h1>Flame Dash: Extended Burn</h1>Burning trail duration increased by 50%.,approved,<h1>Огненный рывок: Долгое горение</h1>Длительность огненного следа увеличена на 50%.,approved,<h1>Lao Lửa: Lan Rộng</h1>Thời gian duy trì vùng cháy kéo dài thêm 50%.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G308_2,符印：延烧Ⅱ,Rune: Extended Burn II,approved,Руна: Долгое горение II,approved,Ấn: Lan Rộng II,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G308_2_Description,<h1>烈焰冲刺：延烧</h1>燃烧地带持续时间延长100%。,<h1>Flame Dash: Extended Burn</h1>Burning trail duration increased by 100%.,approved,<h1>Огненный рывок: Долгое горение</h1>Длительность огненного следа увеличена на 100%.,approved,<h1>Lao Lửa: Lan Rộng</h1>Thời gian duy trì vùng cháy kéo dài thêm 100%.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G308_3,符印：延烧Ⅲ,Rune: Extended Burn III,approved,Руна: Долгое горение III,approved,Ấn: Lan Rộng III,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G308_3_Description,<h1>烈焰冲刺：延烧</h1>燃烧地带持续时间延长150%。,<h1>Flame Dash: Extended Burn</h1>Burning trail duration increased by 150%.,approved,<h1>Огненный рывок: Долгое горение</h1>Длительность огненного следа увеличена на 150%.,approved,<h1>Lao Lửa: Lan Rộng</h1>Thời gian duy trì vùng cháy kéo dài thêm 150%.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G309,符印：龙魄Ⅰ,Rune: Dragon Soul I,approved,Руна: Душа дракона I,approved,Ấn: Long Hồn I,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G309_Description,"<h1>龙破斩：龙魄</h1>每次释放龙破斩获得1层龙魄,每层使龙破斩伤害提高15%,最多3层,每5秒流逝1层。","<h1>Dragon Slave: Dragon Soul</h1>Casting Dragon Slave grants 1 stack of Dragon Soul. Each stack increases Dragon Slave damage by 15%, up to 3 stacks. 1 stack decays every 5 seconds.",approved,<h1>Драконье пламя: Душа дракона</h1>Применение Драконьего пламени даёт 1 заряд «Души дракона». Каждый заряд увеличивает урон от способности на 15%. Максимум 3 заряда. Каждые 5 сек. спадает 1 заряд.,approved,"<h1>Rồng Xé: Long Hồn</h1>Mỗi lần tung Rồng Xé nhận một tầng Long Hồn, tăng sát thương của Rồng Xé thêm 20%, tối đa 4 tầng, kéo dài 4 giây; tung lại sẽ làm mới thời gian, khi kết thúc sẽ xóa sạch tầng.",approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G309_2,符印：龙魄Ⅱ,Rune: Dragon Soul II,approved,Руна: Душа дракона II,approved,Ấn: Long Hồn II,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G309_2_Description,"<h1>龙破斩：龙魄</h1>每次释放龙破斩获得1层龙魄,每层使龙破斩伤害提高15%,最多5层,每5秒流逝1层。","<h1>Dragon Slave: Dragon Soul</h1>Casting Dragon Slave grants 1 stack of Dragon Soul. Each stack increases Dragon Slave damage by 15%, up to 5 stacks. 1 stack decays every 5 seconds.",approved,<h1>Драконье пламя: Душа дракона</h1>Применение Драконьего пламени даёт 1 заряд «Души дракона». Каждый заряд увеличивает урон от способности на 15%. Максимум 5 зарядов. Каждые 5 сек. спадает 1 заряд.,approved,"<h1>Rồng Xé: Long Hồn</h1>Mỗi lần tung Rồng Xé nhận một tầng Long Hồn, tăng sát thương của Rồng Xé thêm 20%, tối đa 5 tầng, kéo dài 4 giây; tung lại sẽ làm mới thời gian, khi kết thúc sẽ xóa sạch tầng.",approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G309_3,符印：龙魄Ⅲ,Rune: Dragon Soul III,approved,Руна: Душа дракона III,approved,Ấn: Long Hồn III,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G309_3_Description,"<h1>龙破斩：龙魄</h1>每次释放龙破斩获得1层龙魄,每层使龙破斩伤害提高15%,最多8层,每5秒流逝1层。","<h1>Dragon Slave: Dragon Soul</h1>Casting Dragon Slave grants 1 stack of Dragon Soul. Each stack increases Dragon Slave damage by 15%, up to 8 stacks. 1 stack decays every 5 seconds.",approved,<h1>Драконье пламя: Душа дракона</h1>Применение Драконьего пламени даёт 1 заряд «Души дракона». Каждый заряд увеличивает урон от способности на 15%. Максимум 8 зарядов. Каждые 5 сек. спадает 1 заряд.,approved,"<h1>Rồng Xé: Long Hồn</h1>Mỗi lần tung Rồng Xé nhận một tầng Long Hồn, tăng sát thương của Rồng Xé thêm 20%, tối đa 6 tầng, kéo dài 4 giây; tung lại sẽ làm mới thời gian, khi kết thúc sẽ xóa sạch tầng.",approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G310,符印：双影龙破Ⅰ,Rune: Twin Shadow Dragon Slave I,approved,Руна: Двойная тень Драконьего пламени I,approved,Ấn: Rồng Xé Đôi I,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G310_Description,<h1>龙破斩：双影</h1>龙破斩现在有35%概率触发一次双重施法。,<h1>Dragon Slave: Twin Shadow</h1>Dragon Slave has a 35% chance to cast twice.,approved,<h1>Драконье пламя: Двойная тень</h1>Драконье пламя имеет 35% шанс сработать дважды.,approved,<h1>Rồng Xé: Đôi Bóng</h1>Rồng Xé giờ có 30% xác suất kích hoạt một lần thi triển kép.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G310_2,符印：双影龙破Ⅱ,Rune: Twin Shadow Dragon Slave II,approved,Руна: Двойная тень Драконьего пламени II,approved,Ấn: Rồng Xé Đôi II,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G310_2_Description,<h1>龙破斩：双影</h1>龙破斩现在有50%概率触发一次双重施法。,<h1>Dragon Slave: Twin Shadow</h1>Dragon Slave has a 50% chance to cast twice.,approved,<h1>Драконье пламя: Двойная тень</h1>Драконье пламя имеет 50% шанс сработать дважды.,approved,<h1>Rồng Xé: Đôi Bóng</h1>Rồng Xé giờ có 50% xác suất kích hoạt một lần thi triển kép.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G310_3,符印：双影龙破Ⅲ,Rune: Twin Shadow Dragon Slave III,approved,Руна: Двойная тень Драконьего пламени III,approved,Ấn: Rồng Xé Đôi III,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G310_3_Description,<h1>龙破斩：双影</h1>龙破斩现在有65%概率触发一次双重施法。,<h1>Dragon Slave: Twin Shadow</h1>Dragon Slave has a 65% chance to cast twice.,approved,<h1>Драконье пламя: Двойная тень</h1>Драконье пламя имеет 65% шанс сработать дважды.,approved,<h1>Long Phá Trảm: Song Ảnh</h1>Long Phá Trảm hiện có 70% tỷ lệ kích hoạt một lần thi triển kép.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G311,符印：无限火域Ⅰ,Rune: Infinite Fire Zone I,approved,Руна: Бесконечная огненная область I,approved,Ấn Phù: Vùng Lửa Vô Hạn I,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G311_Description,<h1>爆裂火球：无限</h1>效果暂未处理。,<h1>Explosive Fireball: Infinite</h1>Effect not yet implemented.,approved,<h1>Взрывной огненный шар: Бесконечность</h1>Эффект пока не реализован.,approved,<h1>Bóng Lửa Nổ: Vô Hạn</h1>Hiệu ứng tạm thời chưa được xử lý.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G311_2,符印：无限火域Ⅱ,Rune: Infinite Fire Zone II,approved,Руна: Бесконечная огненная область II,approved,Ấn Phù: Vùng Lửa Vô Hạn II,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G311_2_Description,<h1>爆裂火球：无限</h1>效果暂未处理。,<h1>Explosive Fireball: Infinite</h1>Effect not yet implemented.,approved,<h1>Взрывной огненный шар: Бесконечность</h1>Эффект пока не реализован.,approved,<h1>Bóng Lửa Nổ: Vô Hạn</h1>Hiệu ứng tạm thời chưa được xử lý.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G311_3,符印：无限火域Ⅲ,Rune: Infinite Fire Zone III,approved,Руна: Бесконечная огненная область III,approved,Ấn Phù: Vùng Lửa Vô Hạn III,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G311_3_Description,<h1>爆裂火球：无限</h1>效果暂未处理。,<h1>Explosive Fireball: Infinite</h1>Effect not yet implemented.,approved,<h1>Взрывной огненный шар: Бесконечность</h1>Эффект пока не реализован.,approved,<h1>Bóng Lửa Nổ: Vô Hạn</h1>Hiệu ứng tạm thời chưa được xử lý.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G312,符印：陨石雨Ⅰ,Rune: Meteor Shower I,approved,Руна: Метеоритный дождь I,approved,Ấn Phù: Mưa Thiên Thạch I,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G312_Description,"<h1>陨石打击：陨石雨</h1>星灭释放时每消耗100点魔法值,额外召唤1颗次级陨石,次级陨石仅造成30%伤害。","<h1>Meteor Strike: Meteor Shower</h1>When Meteor Strike is cast, for every 100 mana spent, an additional lesser meteor is summoned that deals 30% damage.",approved,"<h1>Метеоритный удар: Метеоритный дождь</h1>При применении Метеоритного удара за каждые 100 потраченной маны призывается 1 дополнительный малый метеорит, наносящий 30% урона.",approved,"<h1>Đòn Tấn Công Thiên Thạch: Mưa Thiên Thạch</h1>Khi giải phóng Tinh Diệt, mỗi 100 điểm mana tiêu hao sẽ triệu hồi thêm 1 thiên thạch cấp thấp, thiên thạch cấp thấp chỉ gây 30% sát thương.",approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G312_2,符印：陨石雨Ⅱ,Rune: Meteor Shower II,approved,Руна: Метеоритный дождь II,approved,Ấn Phù: Mưa Thiên Thạch II,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G312_2_Description,"<h1>陨石打击：陨石雨</h1>星灭释放时每消耗100点魔法值,额外召唤1颗次级陨石,次级陨石仅造成40%伤害。","<h1>Meteor Strike: Meteor Shower</h1>When Meteor Strike is cast, for every 100 mana spent, an additional lesser meteor is summoned that deals 40% damage.",approved,"<h1>Метеоритный удар: Метеоритный дождь</h1>При применении Метеоритного удара за каждые 100 потраченной маны призывается 1 дополнительный малый метеорит, наносящий 40% урона.",approved,"<h1>Đòn Tấn Công Thiên Thạch: Mưa Thiên Thạch</h1>Khi giải phóng Tinh Diệt, mỗi 100 điểm mana tiêu hao sẽ triệu hồi thêm 1 thiên thạch cấp thấp, thiên thạch cấp thấp chỉ gây 50% sát thương.",approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G312_3,符印：陨石雨Ⅲ,Rune: Meteor Shower III,approved,Руна: Метеоритный дождь III,approved,Ấn Phù: Mưa Thiên Thạch III,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G312_3_Description,"<h1>陨石打击：陨石雨</h1>星灭释放时每消耗100点魔法值,额外召唤1颗次级陨石,次级陨石仅造成50%伤害。","<h1>Meteor Strike: Meteor Shower</h1>When Meteor Strike is cast, for every 100 mana spent, an additional lesser meteor is summoned that deals 50% damage.",approved,"<h1>Метеоритный удар: Метеоритный дождь</h1>При применении Метеоритного удара за каждые 100 потраченной маны призывается 1 дополнительный малый метеорит, наносящий 50% урона.",approved,"<h1>Đòn Tấn Công Thiên Thạch: Mưa Thiên Thạch</h1>Khi giải phóng Tinh Diệt, mỗi 100 điểm mana tiêu hao sẽ triệu hồi thêm 1 thiên thạch cấp thấp, thiên thạch cấp thấp chỉ gây 70% sát thương.",approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G313,符印：咒术回流,Rune: Curse Reflux,approved,Руна: Возврат проклятия,approved,Ấn Phù: Dòng Chảy Lời Nguyền,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G313_Description,"<h1>咒术回流：回流</h1>火咒之印可主动释放,清除目标身上所有火咒状态,每层火咒效果恢复自身2%魔法值.冷却3秒。","<h1>Curse Reflux: Reflux</h1>Fire Curse Mark can be actively cast to purge all Fire Curse stacks from the target, restoring 2% of your mana per stack. Cooldown: 3 seconds.",approved,"<h1>Возврат проклятия: Отток</h1>Печать огненного проклятия можно применить активно, чтобы снять с цели все заряды Огненного проклятия. Каждый снятый заряд восстанавливает вам 2% маны. Перезарядка: 3 сек.",approved,"<h1>Dòng Chảy Lời Nguyền: Hồi Lưu</h1>Ấn Phù Lửa Nguyền có thể kích hoạt chủ động, xóa bỏ tất cả trạng thái lửa nguyền trên mục tiêu, mỗi tầng hiệu ứng lửa nguyền hồi phục 2% mana cho bản thân. Hồi chiêu 3 giây.",approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G314,符印：化神Ⅰ,Rune: Divinity I,approved,Руна: Обожествление I,approved,Ấn phù: Hóa thần I,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G314_Description,<h1>光击阵：化神</h1>神格状态持续时间增加30%。,<h1>Light Strike Array: Divinity</h1>Increases Divine State duration by 30%.,approved,<h1>Световой удар: Обожествление</h1>Длительность состояния божественности увеличивается на 30%.,approved,<h1>Quang kích trận: Hóa thần</h1>Thời gian duy trì trạng thái Thần cách tăng 30%.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G314_2,符印：化神Ⅱ,Rune: Divinity II,approved,Руна: Обожествление II,approved,Ấn phù: Hóa thần II,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G314_2_Description,<h1>光击阵：化神</h1>神格状态持续时间增加40%。,<h1>Light Strike Array: Divinity</h1>Increases Divine State duration by 40%.,approved,<h1>Световой удар: Обожествление</h1>Длительность состояния божественности увеличивается на 40%.,approved,<h1>Quang kích trận: Hóa thần</h1>Thời gian duy trì trạng thái Thần cách tăng 40%.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G314_3,符印：化神Ⅲ,Rune: Divinity III,approved,Руна: Обожествление III,approved,Ấn: Hóa Thần III,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G314_3_Description,<h1>光击阵：化神</h1>神格状态持续时间增加50%。,<h1>Light Strike Array: Divinity</h1>Increases Divine State duration by 50%.,approved,<h1>Световой удар: Обожествление</h1>Длительность состояния божественности увеличивается на 50%.,approved,<h1>Chấn Động Ánh Sáng: Hóa Thần</h1>Thời gian duy trì trạng thái thần tăng 50%.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G315,符印：双重光击Ⅰ,Rune: Double Light Strike I,approved,Руна: Двойной Световой удар I,approved,Ấn: Song Trọng Quang Kích I,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G315_Description,<h1>光击阵：双重</h1>光击阵现在有30%概率触发一次双重施法。,<h1>Light Strike Array: Double</h1>Light Strike Array has a 30% chance to cast twice.,approved,<h1>Световой удар: Двойной</h1>Световой удар имеет 30% шанс сработать дважды.,approved,<h1>Chấn Động Ánh Sáng: Song Trọng</h1>Chấn Động Ánh Sáng có 30% tỉ lệ kích hoạt một lần thi triển kép.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G315_2,符印：双重光击Ⅱ,Rune: Double Light Strike II,approved,Руна: Двойной Световой удар II,approved,Ấn: Song Trọng Quang Kích II,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G315_2_Description,<h1>光击阵：双重</h1>光击阵现在有40%概率触发一次双重施法。,<h1>Light Strike Array: Double</h1>Light Strike Array has a 40% chance to cast twice.,approved,<h1>Световой удар: Двойной</h1>Световой удар имеет 40% шанс сработать дважды.,approved,<h1>Chấn Động Ánh Sáng: Song Trọng</h1>Chấn Động Ánh Sáng có 40% tỉ lệ kích hoạt một lần thi triển kép.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G315_3,符印：双重光击Ⅲ,Rune: Double Light Strike III,approved,Руна: Двойной Световой удар III,approved,Ấn: Song Trọng Quang Kích III,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G315_3_Description,<h1>光击阵：双重</h1>光击阵现在有50%概率触发一次双重施法。,<h1>Light Strike Array: Double</h1>Light Strike Array has a 50% chance to cast twice.,approved,<h1>Световой удар: Двойной</h1>Световой удар имеет 50% шанс сработать дважды.,approved,<h1>Chấn Động Ánh Sáng: Song Trọng</h1>Chấn Động Ánh Sáng có 50% tỉ lệ kích hoạt một lần thi triển kép.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G316,符印：爆裂Ⅰ,Rune: Detonation I,approved,Руна: Детонация I,approved,Ấn: Bạo Liệt I,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G316_Description,<h1>爆裂火球：范围爆裂</h1>爆裂火球命中时会对200范围其他敌人造成50%范围伤害。,<h1>Explosive Fireball: Area Blast</h1>Explosive Fireball deals 50% area damage to other enemies within a 200 radius upon impact.,approved,<h1>Взрывной огненный шар: Взрыв по области</h1>При попадании Взрывной огненный шар наносит 50% урона по площади другим врагам в радиусе 200.,approved,<h1>Hỏa Cầu Nổ: Bùng Nổ Phạm Vi</h1>Hỏa Cầu Nổ khi trúng đích gây 50% sát thương phạm vi lên kẻ địch khác trong 200 phạm vi.,approved,,addon_27.08_5.30,
DOTA_Tooltip_ability_item_G316_2,符印：爆裂Ⅱ,Rune: Detonation II,approved,Руна: Детонация II,approved,Ấn: Bạo Liệt II,approved,,addon_27.08_5.30,
